Name,Age,Overall,Club,Value(£),Age_Group,Overall_Group,Log_Value,Age_Rating
S. Sané,-0.889660089417944,-0.29487061015741184,FC Schalke 04,-0.2410120457809027,15-20,61-70,0.10519627143160433,-0.7402321697764623
M. Loune,-1.1051917671385443,-0.5437493816526153,Eintracht Frankfurt,-0.2760838627503182,15-20,51-60,-0.07379720781153572,-0.9586056786957022
S. Bowen,-0.458596733976743,-0.6681887674002172,Newport County,-0.29521394473363577,21-25,51-60,-0.21222375361945808,-0.6074070457946565
A. Jones,0.1879982991850584,0.32732631858059696,Hull City,-0.11985485988655828,21-25,61-70,0.4487917362743273,0.2165589775501045
21 E. Cano,-0.458596733976743,-0.29487061015741184,Club Bolívar,-0.285648903741977,21-25,61-70,-0.1377998222433822,-0.46557682866154193
Óscar Clemente,-0.027533378535542063,0.4517657043281987,Unión Deportiva Las Palmas,-0.05608791994216648,21-25,61-70,0.5610433224833009,0.11975422617353422
22 N. González,-0.24306505625614253,0.07844754708539343,Defensa y Justicia,-0.19637518781982843,21-25,61-70,0.2631127366968009,-0.1796651211074855
21 J. Jones,0.6190616546262593,-0.6681887674002172,Salford City,-0.3143440267169533,26-30,51-60,-0.4115731906579046,0.045462207675236094
S. Romagnoli,1.912251720949862,1.1984020188138091,Parma,-0.09434808390880156,31-35,71-80,0.4970406184544979,1.909516489996171
22 F. Mora,0.40352997690565884,0.07844754708539343,Club Social y Deportivo Macará,-0.2473887397753419,26-30,61-70,0.0774338007220911,0.25257935015534
L. Belardinelli,-0.458596733976743,-0.17043122440981007,Südtirol,-0.2410120457809027,21-25,61-70,0.10519627143160433,-0.4183000896171704
22 J. Tandazo,-1.3207234448591447,-0.6681887674002172,Club Universitario de Deportes,-0.2888372507391966,15-20,51-60,-0.16128908032288844,-1.1297024485705707
S. Niakaté,-0.24306505625614253,0.5762050900758005,SC Braga,-0.03058114396440976,21-25,61-70,0.5992271700440065,0.018446928221309503
21 G. de los Santos,1.2656566877880606,0.32732631858059696,C.D. Universidad Católica del Ecuador,-0.25695378076700065,26-30,61-70,0.03235410734099762,0.9594791625330858
Iker Losada,-0.6741284116973434,0.5762050900758005,RC Celta de Vigo,-0.005074367986653036,21-25,61-70,0.6344707782537555,-0.2877262389231919
21 A. Adorante,-0.6741284116973434,0.07844754708539343,Parma,-0.1836217998309501,21-25,61-70,0.2997675508016166,-0.4678281019493692
22 D. Denisov,-1.1051917671385443,-0.29487061015741184,Spartak Moskva,-0.25695378076700065,15-20,61-70,0.03235410734099762,-0.8775598403339225
L. Cullen,-0.027533378535542063,-0.04599183866220832,Swansea City,-0.25057708677256146,21-25,61-70,0.06289478620611774,-0.08736291630656966
M. Gómez,-0.6741284116973434,-0.29487061015741184,Club Olimpia,-0.2410120457809027,21-25,61-70,0.10519627143160433,-0.6029044992190021
A. Aydın,-0.24306505625614253,-0.4193099959050136,İstanbulspor,-0.2984022917308553,21-25,61-70,-0.23998619065695634,-0.3777771704362805
L. Barco,-0.6741284116973434,-0.6681887674002172,Hermanos Colmenarez,-0.2920255977364162,21-25,51-60,-0.18604862810024175,-0.7379808964886351
S. Scannell,1.6967200432292615,-0.4193099959050136,Grimsby Town,-0.32390906770861205,31-35,61-70,-0.5574056096128817,0.8379104049904161
22 N. Laméndola,-0.24306505625614253,-0.29487061015741184,Atlético Tucumán,-0.25695378076700065,21-25,61-70,0.03235410734099762,-0.3282491581040818
22 J. Amon,-0.24306505625614253,0.07844754708539343,FC Nordsjælland,-0.19637518781982843,21-25,61-70,0.2631127366968009,-0.1796651211074855
22 A. Rojas,0.40352997690565884,-0.04599183866220832,Sport Huancayo,-0.269707168755879,26-30,61-70,-0.03561340803588567,0.19629751795965958
M. Cóccaro,0.1879982991850584,0.825083861571004,Club Atlético Huracán,-0.03058114396440976,21-25,71-80,0.5992271700440065,0.43268121318151725
F. Zabala,-0.027533378535542063,0.4517657043281987,Venezia FC,-0.15811502385319337,21-25,61-70,0.3652992577569411,0.11975422617353422
M. Nyeman,-1.1051917671385443,-0.29487061015741184,D.C. United,-0.25695378076700065,15-20,61-70,0.03235410734099762,-0.8775598403339225
M. García,-0.027533378535542063,0.5762050900758005,Minnesota United FC,-0.04333453195328812,21-25,61-70,0.5805331096924551,0.1715335117935602
L. Perrin,-0.027533378535542063,1.322841404561411,RC Strasbourg Alsace,0.41578743564633286,21-25,71-80,1.000140156395131,0.48220922551371603
A. Bjarnason,0.6190616546262593,-0.29487061015741184,IK Sirius,-0.3047789857252945,26-30,61-70,-0.30113553636161294,0.22106152412575894
21 C. Urpín,0.40352997690565884,0.2028869328329952,Aragua Fútbol Club,-0.2442003927781223,26-30,61-70,0.09152538977221614,0.3088611823510204
T. Owolabi,0.6190616546262593,-0.29487061015741184,St. Patrick's Athletic,-0.3015906387280749,26-30,61-70,-0.2695409539710692,0.22106152412575894
C. Johnston,-0.6741284116973434,-0.6681887674002172,Fleetwood Town,-0.29521394473363577,21-25,51-60,-0.21222375361945808,-0.7379808964886351
21 F. Acuña,2.5588467541116633,0.07844754708539343,Club Sol de América,-0.33028576170305124,36-40,61-70,-0.6891462834032352,1.6933942543647582
16 M. McCoy,0.6190616546262593,-0.5437493816526153,York City,-0.33028576170305124,26-30,51-60,-0.6891462834032352,0.10399531315874372
22 R. García,-1.1051917671385443,-0.4193099959050136,Club Deportivo Oriente Petrolero,-0.2792722097475378,15-20,61-70,-0.09415345947145214,-0.9180827595148124
D. O'Shea,-0.027533378535542063,0.9495232473186057,West Bromwich Albion,0.09695273592437385,21-25,71-80,0.7533115748740199,0.3268713686536381
M. Flores,-1.1051917671385443,0.07844754708539343,Real Oviedo,-0.15811502385319337,15-20,61-70,0.3652992577569411,-0.7559910827912528
21 C. Rivas,-0.027533378535542063,0.2028869328329952,Manchester United,-0.3494158436863688,21-25,61-70,-6.1470699070995485,0.016195654933482285
A. Onischenko,-0.889660089417944,-0.17043122440981007,Perugia,-0.22825865779202434,15-20,61-70,0.15613100143895367,-0.6974579773077452
21 R. Book,1.0501250100674602,-0.04599183866220832,Örebro SK,-0.2888372507391966,26-30,61-70,-0.16128908032288844,0.6217881693590034
S. Skrbo,-0.458596733976743,-0.4193099959050136,WSG Tirol,-0.2792722097475378,21-25,61-70,-0.09415345947145214,-0.5128535677059135
22 A. Álvarez,-1.1051917671385443,-0.5437493816526153,Club Universidad Nacional,-0.2824605567447574,15-20,51-60,-0.11545684571163768,-0.9586056786957022
G. Enrique,-0.24306505625614253,0.4517657043281987,Gimnasia y Esgrima La Plata,-0.06884130793104484,21-25,61-70,0.5406870436727885,-0.03108108411088925
M. Caldara,1.0501250100674602,1.4472807903090128,Spezia,0.26274677977979255,26-30,71-80,0.8979535780924097,1.378215994068948
Joaquín,-0.027533378535542063,0.32732631858059696,SD Huesca,-0.10710147189767992,21-25,61-70,0.47355132422184126,0.06797494055350825
22 M. Somnitz,-1.1051917671385443,-0.5437493816526153,1. FC Union Berlin,-0.2760838627503182,15-20,51-60,-0.07379720781153572,-0.9586056786957022
Javi Cueto,-0.458596733976743,0.07844754708539343,Atlético de Madrid,-0.17086841184207172,21-25,61-70,0.3337046099464709,-0.3237466115284273
22 T. Boakye,1.0501250100674602,-0.4193099959050136,Halmstads BK,-0.31753237371417287,26-30,61-70,-0.45521947016829883,0.43268121318151725
22 Benny Couto,-1.3207234448591447,-0.5437493816526153,Oldham Athletic,-0.285648903741977,15-20,51-60,-0.1377998222433822,-1.091430802677508
22 K. Sambonino,-0.458596733976743,0.2028869328329952,Guayaquil City FC,-0.15811502385319337,21-25,61-70,0.3652992577569411,-0.2764698724840558
22 P. Steinwender,0.1879982991850584,-0.04599183866220832,Sportclub Verl,-0.26651882175865943,21-25,61-70,-0.017652660740741264,0.05446730082654496
22 S. Cartagena,-1.1051917671385443,-0.04599183866220832,Montevideo City Torque,-0.2091285758087068,15-20,61-70,0.22326668802336444,-0.7965140019721427
Adriano Firmino,-0.24306505625614253,-0.17043122440981007,Santa Clara,-0.2410120457809027,21-25,61-70,0.10519627143160433,-0.278721145771883
22 O. Filippov,1.0501250100674602,0.4517657043281987,Sint-Truidense VV,-0.22188196379758518,26-30,61-70,0.17962028362054688,0.8739307775956516
H. Kyprianou,-0.458596733976743,-0.29487061015741184,Peterborough United,-0.25695378076700065,21-25,61-70,0.03235410734099762,-0.46557682866154193
21 Guti,-0.458596733976743,-0.4193099959050136,CF Fuenlabrada,-0.3047789857252945,21-25,61-70,-0.30113553636161294,-0.5128535677059135
Pulido,1.6967200432292615,1.0739626330662075,SD Huesca,-0.145361635864315,31-35,71-80,0.3948540783135041,1.6753840680621406
L. Yánez,-0.889660089417944,-0.4193099959050136,Barcelona Sporting Club,-0.2824605567447574,15-20,61-70,-0.11545684571163768,-0.7830063622451794
D. De Neve,-0.458596733976743,-0.04599183866220832,KV Kortrijk,-0.2091285758087068,21-25,61-70,0.22326668802336444,-0.3710233505727989
R. Fellhauer,0.1879982991850584,-0.17043122440981007,SV Elversberg,-0.2824605567447574,21-25,61-70,-0.11545684571163768,0.00043674191869177384
V. Supriaha,-0.24306505625614253,0.9495232473186057,Dynamo Kyiv,0.13521289989100893,21-25,71-80,0.7909717675153956,0.16703096521790575
He Guan,1.2656566877880606,0.2028869328329952,Shanghai Port FC,-0.2728955157530986,26-30,61-70,-0.05430744549043033,0.8941922371860965
22 A. Landázuri,0.1879982991850584,0.2028869328329952,Independiente del Valle,-0.17086841184207172,21-25,61-70,0.3337046099464709,0.16252841864225134
C. Brackelmann,-0.24306505625614253,-0.29487061015741184,FC Ingolstadt 04,-0.26014212776422024,21-25,61-70,0.01628437324257179,-0.3282491581040818
M. Kumbulla,-0.24306505625614253,1.4472807903090128,Roma,0.9896898951458591,21-25,71-80,1.2564111782347722,0.3651430145467008
A. Fletcher,0.6190616546262593,0.7006444758234022,Watford,-0.11985485988655828,26-30,61-70,0.4487917362743273,0.6893263679938199
A. Boakye,-0.458596733976743,-0.29487061015741184,RZ Pellets Wolfsberger AC,-0.25695378076700065,21-25,61-70,0.03235410734099762,-0.46557682866154193
Baena,-0.458596733976743,-0.04599183866220832,CD Lugo,-0.19637518781982843,21-25,61-70,0.2631127366968009,-0.3710233505727989
A. Souper,-0.027533378535542063,0.2028869328329952,CD Antofagasta,-0.145361635864315,21-25,61-70,0.3948540783135041,0.016195654933482285
21 M. Sus,1.481188365508661,-0.29487061015741184,PGE FKS Stal Mielec,-0.3143440267169533,31-35,61-70,-0.4115731906579046,0.7703722063555997
M. Suchomel,-0.889660089417944,0.2028869328329952,AC Sparta Praha,-0.15811502385319337,15-20,61-70,0.3652992577569411,-0.5691353999015939
22 A. Polyarus,1.0501250100674602,-0.04599183866220832,Bruk-Bet Termalica Nieciecza,-0.2888372507391966,26-30,61-70,-0.16128908032288844,0.6217881693590034
M. Pieringer,-0.24306505625614253,0.5762050900758005,SC Paderborn 07,-0.005074367986653036,21-25,61-70,0.6344707782537555,0.018446928221309503
G. Mbenza,-0.24306505625614253,0.4517657043281987,Al Tai,-0.05608791994216648,21-25,61-70,0.5610433224833009,-0.03108108411088925
22 B. Nsimba,-0.458596733976743,-0.29487061015741184,Royal Antwerp FC,-0.25376543376978106,21-25,61-70,0.047878999246369486,-0.46557682866154193
A. Seidu,-0.24306505625614253,0.5762050900758005,Clermont Foot 63,-0.11985485988655828,21-25,61-70,0.4487917362743273,0.018446928221309503
22 M. Canadi,-0.027533378535542063,-0.29487061015741184,SV Ried,-0.2888372507391966,21-25,61-70,-0.16128908032288844,-0.19092148754662158
22 M. Kuzimski,1.481188365508661,-0.04599183866220832,Warta Poznań,-0.2888372507391966,31-35,61-70,-0.16128908032288844,0.9054486036252326
E. Palmer-Brown,0.40352997690565884,0.9495232473186057,ESTAC Troyes,-0.017827755975531396,26-30,71-80,0.6171879384748515,0.6465521755251028
22 R. Szánthó,-0.6741284116973434,0.07844754708539343,Ferencvárosi TC,-0.17086841184207172,21-25,61-70,0.3337046099464709,-0.4678281019493692
22 M. Villarroel,-1.3207234448591447,-0.6681887674002172,Club Bolívar,-0.2888372507391966,15-20,51-60,-0.16128908032288844,-1.1297024485705707
22 Riuler,-0.027533378535542063,-0.5437493816526153,Shonan Bellmare,-0.29521394473363577,21-25,51-60,-0.21222375361945808,-0.29448005878667355
I. Leguizamón,-0.889660089417944,-0.04599183866220832,San Lorenzo de Almagro,-0.2091285758087068,15-20,61-70,0.22326668802336444,-0.6546837848390281
C. Jones,-0.458596733976743,-0.6681887674002172,Hull City,-0.285648903741977,21-25,51-60,-0.1377998222433822,-0.6074070457946565
22 L. Meyer,1.2656566877880606,-0.17043122440981007,TSV Havelse,-0.2984022917308553,26-30,61-70,-0.23998619065695634,0.6983314611451288
22 B. Hlongwane,-0.458596733976743,-0.04599183866220832,Minnesota United FC,-0.2091285758087068,21-25,61-70,0.22326668802336444,-0.3710233505727989
21 Mario Soriano,-1.1051917671385443,0.07844754708539343,Atlético de Madrid,-0.15811502385319337,15-20,61-70,0.3652992577569411,-0.7559910827912528
B. Parada,-1.1051917671385443,-0.5437493816526153,Club Deportivo Guabirá,-0.2824605567447574,15-20,51-60,-0.11545684571163768,-0.9586056786957022
F. Pereyra,1.912251720949862,0.825083861571004,Club Atlético Central Córdoba,-0.22188196379758518,31-35,71-80,0.17962028362054688,1.6933942543647582
20 E. Córdoba,0.40352997690565884,0.07844754708539343,Rionegro Águilas,-0.285648903741977,26-30,61-70,-0.1377998222433822,0.25257935015534
M. Akliouche,-0.6741284116973434,0.2028869328329952,AS Monaco,-0.13260824787543665,21-25,61-70,0.4226165658590549,-0.4228026361928248
Lee Jin Yong,-0.458596733976743,-0.17043122440981007,Daegu FC,-0.22507031079480475,21-25,61-70,0.1680262312012757,-0.4183000896171704
F. Katelaris,0.40352997690565884,0.5762050900758005,KV Oostende,-0.13260824787543665,26-30,61-70,0.4226165658590549,0.47770667893806157
J. Montenegro,0.40352997690565884,0.2028869328329952,Club Deportivo Guabirá,-0.22825865779202434,26-30,61-70,0.15613100143895367,0.3088611823510204
R. Devine,-0.6741284116973434,-0.4193099959050136,Swindon Town,-0.2824605567447574,21-25,61-70,-0.11545684571163768,-0.6479299649755464
M. García,-0.027533378535542063,-0.17043122440981007,Club Atlético Sarmiento,-0.25376543376978106,21-25,61-70,0.047878999246369486,-0.13914220192659563
21 Y. Jarju,-0.027533378535542063,0.2028869328329952,Pau FC,-0.22188196379758518,21-25,61-70,0.17962028362054688,0.016195654933482285
Diogo Leite,-0.027533378535542063,1.322841404561411,1. FC Union Berlin,0.7346221353682919,21-25,71-80,1.1596440753496762,0.48220922551371603
B. Klefisch,-0.889660089417944,-0.6681887674002172,Viktoria Köln,-0.2824605567447574,15-20,51-60,-0.11545684571163768,-0.8685547471826136
T. Russell,-0.24306505625614253,-0.04599183866220832,Western Sydney Wanderers,-0.269707168755879,21-25,61-70,-0.03561340803588567,-0.22919313343968425
T. Rothe,-1.3207234448591447,0.2028869328329952,Borussia Dortmund,-0.13260824787543665,15-20,61-70,0.4226165658590549,-0.8618009273191319
21 G. Can,-0.6741284116973434,-0.4193099959050136,Denizlispor,-0.2792722097475378,21-25,61-70,-0.09415345947145214,-0.6479299649755464
K. Phillips,-0.6741284116973434,-0.6681887674002172,Crystal Palace,-0.285648903741977,21-25,51-60,-0.1377998222433822,-0.7379808964886351
22 Bruno Iglesias,-1.1051917671385443,-0.5437493816526153,Real Madrid CF,-0.269707168755879,15-20,51-60,-0.03561340803588567,-0.9586056786957022
R. Kuijpers,-0.24306505625614253,0.07844754708539343,RKC Waalwijk,-0.22825865779202434,21-25,61-70,0.15613100143895367,-0.1796651211074855
22 C. Flores,-0.6741284116973434,-0.4193099959050136,Club Universitario de Deportes,-0.285648903741977,21-25,61-70,-0.1377998222433822,-0.6479299649755464
K. Ingason,-0.6741284116973434,-0.4193099959050136,Rosenborg BK,-0.2728955157530986,21-25,61-70,-0.05430744549043033,-0.6479299649755464
Kevin,-0.458596733976743,0.32732631858059696,Gil Vicente FC,-0.10710147189767992,21-25,61-70,0.47355132422184126,-0.22919313343968425
21 E. Ferreira,1.912251720949862,0.07844754708539343,Club Sol de América,-0.2984022917308553,31-35,61-70,-0.23998619065695634,1.2611497831019327
20 Javi Sánchez,-0.24306505625614253,-0.4193099959050136,Deportivo de La Coruña,-0.3047789857252945,21-25,61-70,-0.30113553636161294,-0.3777771704362805
M. Real,-0.24306505625614253,0.07844754708539343,Philadelphia Union,-0.1836217998309501,21-25,61-70,0.2997675508016166,-0.1796651211074855
D. Warchoł,0.6190616546262593,0.07844754708539343,Wisła Płock,-0.26014212776422024,26-30,61-70,0.01628437324257179,0.3966608405762818
A. Karaman,0.40352997690565884,-0.5437493816526153,İstanbul Başakşehir FK,-0.3079673327225141,26-30,51-60,-0.33507252002195426,-0.028829810823062036
B. Scholte,-0.6741284116973434,-0.29487061015741184,FC Emmen,-0.25695378076700065,21-25,61-70,0.03235410734099762,-0.6029044992190021
M. Kulke,-0.458596733976743,-0.6681887674002172,SG Dynamo Dresden,-0.29521394473363577,21-25,51-60,-0.21222375361945808,-0.6074070457946565
21 C. Fernández,1.0501250100674602,0.32732631858059696,Centro Atlético Fénix,-0.2410120457809027,26-30,61-70,0.10519627143160433,0.8108951255364896
22 K. Campos,-1.1051917671385443,-0.4193099959050136,Club América,-0.2760838627503182,15-20,61-70,-0.07379720781153572,-0.9180827595148124
David Cuenca,-0.6741284116973434,-0.17043122440981007,Unión Deportiva Almería,-0.23144700478924393,21-25,61-70,0.143918528775923,-0.5578790334624578
G. Paredes,-0.889660089417944,-0.6681887674002172,Club Sporting Cristal,-0.2888372507391966,15-20,51-60,-0.16128908032288844,-0.8685547471826136
M. Horvat,-0.027533378535542063,0.2028869328329952,TSV Egger Glas Hartberg,-0.22188196379758518,21-25,61-70,0.17962028362054688,0.016195654933482285
Balde,-1.1051917671385443,0.5762050900758005,FC Barcelona,-0.005074367986653036,15-20,61-70,0.6344707782537555,-0.5938994060676933
22 Tomás Castro,-0.24306505625614253,-0.17043122440981007,Belenenses SAD,-0.23463535178646353,21-25,61-70,0.13137142688150677,-0.278721145771883
T. Neugebauer,-0.889660089417944,-0.6681887674002172,Lechia Gdańsk,-0.2888372507391966,15-20,51-60,-0.16128908032288844,-0.8685547471826136
21 E. Oyola,-0.24306505625614253,-1.0415069246430224,Club Plaza de Deportes Colonia,-0.3143440267169533,21-25,51-60,-0.4115731906579046,-0.6254172320972743
22 Y. Murillo,-0.027533378535542063,0.07844754708539343,Guaireña FC,-0.19637518781982843,21-25,61-70,0.2631127366968009,-0.03558363068654368
S. Wylin,-0.889660089417944,-0.04599183866220832,KV Oostende,-0.19637518781982843,15-20,61-70,0.2631127366968009,-0.6546837848390281
T. Gayret,-0.027533378535542063,-0.17043122440981007,Hallescher FC,-0.2728955157530986,21-25,61-70,-0.05430744549043033,-0.13914220192659563
R. Šimić,-1.1051917671385443,-0.04599183866220832,FC Red Bull Salzburg,-0.19637518781982843,15-20,61-70,0.2631127366968009,-0.7965140019721427
